Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDW20,2075.0,Low Fat,24129332.0,Fruits and Vegetables,124173,OUT013,1987,High,Tier 3,Supermarket Type1,2956152
DRF27,638.0,Low Fat,49754975.0,Dairy,152134,OUT019,1985,Small,Tier 1,Grocery Store,153134
FDS49,9.0,Low Fat,64037918.62012987,Canned,797644,OUT035,2004,Small,Tier 2,Supermarket Type1,16498524
FDX25,197.0,Low Fat,101561568.0,Canned,1819292,OUT027,1985,Medium,Tier 3,Supermarket Type3,31012964
NCX42,588.0,Low Fat,5949644.0,Household,1656526,OUT027,1985,Medium,Tier 3,Supermarket Type3,47691254
FDG33,1775.0,Regular,13956116.0,Seafood,1704764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435528
FDL56,141.0,Low Fat,126035694.0,Fruits and Vegetables,864198,OUT045,2002,Small,Tier 2,Supermarket Type1,11338574
FDF14,755.0,Low Fat,27164679.0,Canned,152334,OUT035,2004,Small,Tier 2,Supermarket Type1,2603278
NCD06,13.0,Low Fat,99325278.0,Household,45406,OUT046,1997,Small,Tier 1,Supermarket Type1,605878
DRM47,801.0,Low Fat,4357366.0,Hard Drinks,1928846,OUT027,1985,Medium,Tier 3,Supermarket Type3,22930152
FDS46,742.0,Regular,82741482.0,Snack Foods,1187782,OUT019,1985,Small,Tier 1,Grocery Store,1191782
FDB35,123.0,Regular,64565202.0,Starchy Foods,929804,OUT013,1987,High,Tier 3,Supermarket Type1,19294884
FDX21,742.0,Low Fat,84554569.0,Snack Foods,1098912,OUT027,1985,Medium,Tier 3,Supermarket Type3,20746328
NCU05,196.0,Low Fat,58451805.0,Health and Hygiene,799618,OUT027,1985,Medium,Tier 3,Supermarket Type3,2416854
NCR38,1725.0,Low Fat,113748685.0,Household,2513724,OUT045,2002,Small,Tier 2,Supermarket Type1,67951548
NCR18,1585.0,Low Fat,20603511.0,Household,427112,OUT017,2007,Small,Tier 2,Supermarket Type1,639168
NCU41,1885.0,Low Fat,52044976.0,Health and Hygiene,1921846,OUT035,2004,Small,Tier 2,Supermarket Type1,32484382
FDY56,1635.0,Regular,62764429.0,Fruits and Vegetables,2276062,OUT017,2007,Small,Tier 2,Supermarket Type1,72225984
DRJ51,141.0,Low Fat,87977262.0,Dairy,2290668,OUT035,2004,Small,Tier 2,Supermarket Type1,32251352
FDK21,7905.0,Low Fat,10010425.0,Snack Foods,2490408,OUT035,2004,Small,Tier 2,Supermarket Type1,3755112
FDY25,12.0,Low Fat,33946163.0,Canned,1793976,OUT013,1987,High,Tier 3,Supermarket Type1,34408544
FDU44,1215.0,Regular,58414678.0,Fruits and Vegetables,1634552,OUT035,2004,Small,Tier 2,Supermarket Type1,9747312
FDL43,101.0,Low Fat,27106459.0,Meat,75367,OUT049,1999,Medium,Tier 1,Supermarket Type1,535969
FDF05,175.0,Low Fat,27022883.0,Frozen Foods,262491,OUT017,2007,Small,Tier 2,Supermarket Type1,525982
DRF15,638.0,Low Fat,58153409.0,Dairy,152034,OUT019,1985,Small,Tier 1,Grocery Store,306268
FDL20,171.0,Low Fat,128937661.0,Fruits and Vegetables,1123886,OUT018,2009,Medium,Tier 3,Supermarket Type2,17790176
FDV32,7785.0,Low Fat,88846306.0,Fruits and Vegetables,61451,OUT049,1999,Medium,Tier 1,Supermarket Type1,759012
FDJ34,118.0,Regular,9357779.0,Snack Foods,1259704,OUT013,1987,High,Tier 3,Supermarket Type1,1877556
FDG08,1315.0,Regular,165694678.0,Fruits and Vegetables,1718764,OUT045,2002,Small,Tier 2,Supermarket Type1,37790808
FDQ04,751.5,Low Fat,148392623.0,Frozen Foods,415796,OUT019,1985,Small,Tier 1,Grocery Store,412796
FDW13,85.0,Low Fat,98438394.0,Canned,511324,OUT017,2007,Small,Tier 2,Supermarket Type1,259662
NCI17,8645.0,Low Fat,143303291.0,Health and Hygiene,96341,OUT013,1987,High,Tier 3,Supermarket Type1,193082
FDY03,176.0,Regular,76276208.0,Meat,1109202,OUT045,2002,Small,Tier 2,Supermarket Type1,1687803
FDS12,91.0,Low Fat,175103435.0,Baking Goods,1275362,OUT017,2007,Small,Tier 2,Supermarket Type1,46559394
FDJ55,128.0,Regular,23511371.0,Meat,2259404,OUT013,1987,High,Tier 3,Supermarket Type1,49508888
DRK01,763.0,Low Fat,6105276.0,Soft Drinks,954436,OUT035,2004,Small,Tier 2,Supermarket Type1,1418154
FDG28,9285.0,Regular,49559042.0,Frozen Foods,2464144,OUT017,2007,Small,Tier 2,Supermarket Type1,1225072
FDY38,136.0,Regular,119418124.0,Dairy,23103,OUT045,2002,Small,Tier 2,Supermarket Type1,535969
FDN01,8895.0,Low Fat,72545601.0,Breakfast,176237,OUT045,2002,Small,Tier 2,Supermarket Type1,176437
NCR54,1635.0,Low Fat,90486828.0,Household,195211,OUT013,1987,High,Tier 3,Supermarket Type1,2553343
FDG29,176.0,Low Fat,56245075.0,Frozen Foods,433454,OUT013,1987,High,Tier 3,Supermarket Type1,10066896
FDG24,7975.0,Low Fat,14618973.0,Baking Goods,85225,OUT013,1987,High,Tier 3,Supermarket Type1,1081925
FDG59,1585.0,Low Fat,43479126.0,Starchy Foods,367164,OUT017,2007,Small,Tier 2,Supermarket Type1,3089312
FDM28,157.0,Low Fat,45166237.0,Frozen Foods,178666,OUT013,1987,High,Tier 3,Supermarket Type1,2516724
FDW04,8985.0,Regular,57827101.0,Frozen Foods,128831,OUT046,1997,Small,Tier 1,Supermarket Type1,1428141
FDS26,2035.0,Low Fat,89394766.0,Dairy,2601594,OUT013,1987,High,Tier 3,Supermarket Type1,20932752
FDQ56,659.0,Low Fat,10550944.0,Fruits and Vegetables,856908,OUT013,1987,High,Tier 3,Supermarket Type1,19294884
FDK51,1985.0,Low Fat,5234153.0,Dairy,2640884,OUT035,2004,Small,Tier 2,Supermarket Type1,58297448
FDL22,1685.0,Low Fat,36390174.0,Snack Foods,914488,OUT046,1997,Small,Tier 1,Supermarket Type1,20826224
FDH19,617.0,Low Fat,3292824.0,Meat,1731738,OUT027,1985,Medium,Tier 3,Supermarket Type3,72984996
FDY55,1675.0,Low Fat,81252534.0,Fruits and Vegetables,2564988,OUT013,1987,High,Tier 3,Supermarket Type1,74529652
FDY03,176.0,Regular,76552407.0,Meat,1105202,OUT017,2007,Small,Tier 2,Supermarket Type1,4500808
FDK21,7905.0,Low Fat,16758569.0,Snack Foods,2504408,OUT010,1998,Small,Tier 3,Grocery Store,5006816
FDZ10,742.0,Low Fat,44248175.0,Snack Foods,126202,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668558
FDZ32,7785.0,Regular,38288087.0,Fruits and Vegetables,1031964,OUT018,2009,Medium,Tier 3,Supermarket Type2,7363748
NCZ18,7825.0,Low Fat,186032678.0,Household,2530698,OUT035,2004,Small,Tier 2,Supermarket Type1,60880752
NCF07,588.0,Low Fat,31867464.0,Household,1010016,OUT027,1985,Medium,Tier 3,Supermarket Type3,21252336
DRE49,2075.0,Low Fat,21370201.0,Soft Drinks,1530024,OUT017,2007,Small,Tier 2,Supermarket Type1,2277036
FDJ08,206.0,Low Fat,193772568.0,Fruits and Vegetables,1903846,OUT019,1985,Small,Tier 1,Grocery Store,5732538
FDT39,626.0,Regular,9866049.0,Meat,1511366,OUT035,2004,Small,Tier 2,Supermarket Type1,2267049
FDE08,182.0,Low Fat,82551042.0,Fruits and Vegetables,1473734,OUT010,1998,Small,Tier 3,Grocery Store,2969468
NCD06,13.0,Low Fat,99729888.0,Household,46306,OUT018,2009,Medium,Tier 3,Supermarket Type2,559272
FDB57,2025.0,Regular,18801549.0,Fruits and Vegetables,2221772,OUT035,2004,Small,Tier 2,Supermarket Type1,555943
NCT54,8695.0,Low Fat,119721451.0,Household,955094,OUT049,1999,Medium,Tier 1,Supermarket Type1,12377222
DRF49,727.0,Low Fat,71222087.0,Soft Drinks,1135518,OUT045,2002,Small,Tier 2,Supermarket Type1,569259
FDM25,1385.0,Regular,60371962.0,Breakfast,1740712,OUT027,1985,Medium,Tier 3,Supermarket Type3,38669664
FDF20,1285.0,Low Fat,33287541.0,Fruits and Vegetables,1984768,OUT045,2002,Small,Tier 2,Supermarket Type1,13795376
FDH27,7075.0,Low Fat,5858462.0,Dairy,1427128,OUT018,2009,Medium,Tier 3,Supermarket Type2,18695664
FDV60,678.0,Regular,11679292.0,Baking Goods,196211,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499508
FDY59,8195.0,Low Fat,31452265.0,Baking Goods,943462,OUT049,1999,Medium,Tier 1,Supermarket Type1,925462
FDK36,709.0,Low Fat,721395.0,Baking Goods,479034,OUT035,2004,Small,Tier 2,Supermarket Type1,5832408
NCM31,6095.0,Low Fat,81196619.0,Others,1414154,OUT046,1997,Small,Tier 1,Supermarket Type1,1418154
FDE33,1935.0,Regular,49916364.0,Fruits and Vegetables,802644,OUT017,2007,Small,Tier 2,Supermarket Type1,9427728
FDU36,615.0,Low Fat,4627095.0,Baking Goods,993384,OUT046,1997,Small,Tier 1,Supermarket Type1,23649216
FDV13,197.0,Regular,2747716.0,Canned,879856,OUT027,1985,Medium,Tier 3,Supermarket Type3,32517672
FDV20,206.0,Regular,104704537.0,Fruits and Vegetables,1252678,OUT019,1985,Small,Tier 1,Grocery Store,2543356
NCQ54,177.0,Low Fat,12540003.0,Household,1670474,OUT035,2004,Small,Tier 2,Supermarket Type1,5895659
FDO23,1785.0,Low Fat,147023834.0,Breads,937436,OUT018,2009,Medium,Tier 3,Supermarket Type2,11345232
DRE60,9395.0,Low Fat,159657596.0,Soft Drinks,224972,OUT045,2002,Small,Tier 2,Supermarket Type1,7696648
DRP47,1575.0,Low Fat,141398626.0,Hard Drinks,2505382,OUT017,2007,Small,Tier 2,Supermarket Type1,27757202
FDB21,7475.0,Low Fat,148821808.0,Fruits and Vegetables,2412854,OUT045,2002,Small,Tier 2,Supermarket Type1,53170788
FDR04,7075.0,Low Fat,64515372.33913043,Frozen Foods,980068,OUT018,2009,Medium,Tier 3,Supermarket Type2,8748612
FDX23,6445.0,Low Fat,29691762.0,Baking Goods,926436,OUT046,1997,Small,Tier 1,Supermarket Type1,10399796
FDX19,191.0,Low Fat,96715523.0,Fruits and Vegetables,2350958,OUT035,2004,Small,Tier 2,Supermarket Type1,30380454
FDD40,2025.0,Regular,14790559.0,Dairy,1936162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848324
FDA01,15.0,Regular,54378253.0,Canned,591904,OUT046,1997,Small,Tier 1,Supermarket Type1,5273136
FDS33,667.0,Regular,123428594.0,Snack Foods,891514,OUT046,1997,Small,Tier 1,Supermarket Type1,23908878
FDM50,197.0,Regular,29943463.0,Canned,60222,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677816
FDB29,167.0,Regular,52368061.0,Frozen Foods,1127176,OUT013,1987,High,Tier 3,Supermarket Type1,8016232
FDF46,707.0,Low Fat,93861144.0,Snack Foods,1155834,OUT045,2002,Small,Tier 2,Supermarket Type1,12670174
FDA33,648.0,Low Fat,33968647.0,Snack Foods,1480076,OUT045,2002,Small,Tier 2,Supermarket Type1,8868456
FDC08,19.0,Regular,173154079.0,Fruits and Vegetables,228272,OUT010,1998,Small,Tier 3,Grocery Store,452744
FDB53,1335.0,Low Fat,139735226.0,Frozen Foods,1475392,OUT045,2002,Small,Tier 2,Supermarket Type1,38776192
FDY31,206.0,Low Fat,43351896.0,Fruits and Vegetables,1466418,OUT027,1985,Medium,Tier 3,Supermarket Type3,4414254
DRQ35,801.0,Low Fat,42086652.0,Hard Drinks,1224388,OUT027,1985,Medium,Tier 3,Supermarket Type3,54489072
FDX36,9695.0,Regular,12848269.0,Baking Goods,2239404,OUT049,1999,Medium,Tier 1,Supermarket Type1,49508888
DRD13,15.0,Low Fat,49357077.0,Soft Drinks,626168,OUT017,2007,Small,Tier 2,Supermarket Type1,958752
FDC52,1115.0,Regular,8326735.0,Dairy,1499708,OUT017,2007,Small,Tier 2,Supermarket Type1,19561204
FDB45,2085.0,Low Fat,21362955.0,Fruits and Vegetables,1032306,OUT049,1999,Medium,Tier 1,Supermarket Type1,24042038
NCK19,98.0,Low Fat,151420934.0,Others,1943478,OUT010,1998,Small,Tier 3,Grocery Store,3874956
FDV51,1635.0,Low Fat,32511818.0,Meat,1650842,OUT013,1987,High,Tier 3,Supermarket Type1,9947052
FDZ35,96.0,Regular,22323658.0,Breads,101299,OUT045,2002,Small,Tier 2,Supermarket Type1,1754383
NCW17,196.0,Low Fat,19292355.0,Health and Hygiene,1299994,OUT027,1985,Medium,Tier 3,Supermarket Type3,33409844
FDV59,1335.0,Low Fat,48124443.0,Breads,2167166,OUT045,2002,Small,Tier 2,Supermarket Type1,39188988
DRH39,207.0,Low Fat,9261307.0,Dairy,76367,OUT013,1987,High,Tier 3,Supermarket Type1,306268
FDN60,678.0,Low Fat,94697274.0,Baking Goods,1584604,OUT027,1985,Medium,Tier 3,Supermarket Type3,42784308
FDU55,162.0,Low Fat,35984104.0,Fruits and Vegetables,2606278,OUT045,2002,Small,Tier 2,Supermarket Type1,44255726
FDN58,742.0,Regular,56596985.0,Snack Foods,2309984,OUT027,1985,Medium,Tier 3,Supermarket Type3,9267936
FDC41,751.5,Low Fat,2047.0,Frozen Foods,76867,OUT019,1985,Small,Tier 1,Grocery Store,229701
FDO01,1385.0,Regular,20618324.0,Breakfast,1293994,OUT027,1985,Medium,Tier 3,Supermarket Type3,20559904
NCO43,55.0,Low Fat,4709821.0,Others,1013016,OUT046,1997,Small,Tier 1,Supermarket Type1,33396528
FDQ07,151.0,Regular,87584126.0,Fruits and Vegetables,2217456,OUT045,2002,Small,Tier 2,Supermarket Type1,64103224
FDF28,157.0,Regular,38078899.0,Frozen Foods,1229046,OUT017,2007,Small,Tier 2,Supermarket Type1,19920736
FDM01,7895.0,Regular,95102092.0,Breakfast,1044332,OUT017,2007,Small,Tier 2,Supermarket Type1,28709296
FDY49,197.0,Regular,11953902.0,Canned,1645184,OUT027,1985,Medium,Tier 3,Supermarket Type3,28070128
FDR24,1735.0,Regular,62799379.0,Baking Goods,88183,OUT013,1987,High,Tier 3,Supermarket Type1,539298
NCY18,7285.0,Low Fat,31125709.0,Household,1743054,OUT013,1987,High,Tier 3,Supermarket Type1,4377635
NCY30,2025.0,Low Fat,26005891.0,Household,1809976,OUT045,2002,Small,Tier 2,Supermarket Type1,2716464
FDJ22,742.0,Low Fat,9246392.0,Snack Foods,1909504,OUT019,1985,Small,Tier 1,Grocery Store,3835008
DRI37,1585.0,Low Fat,107765165.0,Soft Drinks,595904,OUT049,1999,Medium,Tier 1,Supermarket Type1,7030848
FDL27,617.0,Low Fat,10647477.0,Meat,663826,OUT049,1999,Medium,Tier 1,Supermarket Type1,1937478
NCO30,195.0,Low Fat,15749341.0,Household,1822608,OUT049,1999,Medium,Tier 1,Supermarket Type1,33076944
NCB07,192.0,Low Fat,77628053.0,Household,197611,OUT049,1999,Medium,Tier 1,Supermarket Type1,3142576
FDX25,167.0,Low Fat,64037918.62012987,Canned,1812292,OUT018,2009,Medium,Tier 3,Supermarket Type2,25540088
FDP59,2085.0,Regular,56695731.0,Breads,1040648,OUT018,2009,Medium,Tier 3,Supermarket Type2,18695664
FDR59,145.0,Regular,63993068.0,Breads,2604594,OUT045,2002,Small,Tier 2,Supermarket Type1,54948474
FDT27,11395.0,Regular,69529262.0,Meat,2331616,OUT013,1987,High,Tier 3,Supermarket Type1,60934016
DRI01,797.0,Low Fat,34452949.0,Soft Drinks,1740422,OUT046,1997,Small,Tier 1,Supermarket Type1,2586633
FDU09,771.0,Regular,6670068.0,Snack Foods,552956,OUT049,1999,Medium,Tier 1,Supermarket Type1,12556988
FDH26,1925.0,Regular,34699737.0,Canned,1417496,OUT046,1997,Small,Tier 1,Supermarket Type1,40933384
FDH27,7075.0,Low Fat,58346939.0,Dairy,1422128,OUT046,1997,Small,Tier 1,Supermarket Type1,31638816
FDN39,617.0,Regular,65203103.0,Meat,1660816,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033448
FDH40,116.0,Regular,78929571.0,Frozen Foods,799276,OUT046,1997,Small,Tier 1,Supermarket Type1,11371864
FDJ56,206.0,Low Fat,182514881.0,Fruits and Vegetables,9877,OUT027,1985,Medium,Tier 3,Supermarket Type3,269649
DRN47,121.0,Low Fat,16895293.0,Hard Drinks,178566,OUT018,2009,Medium,Tier 3,Supermarket Type2,89883
NCO17,10.0,Low Fat,73379745.0,Health and Hygiene,118244,OUT046,1997,Small,Tier 1,Supermarket Type1,2756412
FDX60,1435.0,Low Fat,8075758.0,Baking Goods,81896,OUT045,2002,Small,Tier 2,Supermarket Type1,878856
FDT22,10395.0,Low Fat,112271498.0,Snack Foods,58222,OUT049,1999,Medium,Tier 1,Supermarket Type1,659142
FDX26,638.0,Low Fat,153741385.0,Dairy,1826292,OUT019,1985,Small,Tier 1,Grocery Store,1824292
FDG45,81.0,Low Fat,127929521.0,Fruits and Vegetables,2114902,OUT013,1987,High,Tier 3,Supermarket Type1,36106334
FDD44,805.0,Regular,7838564.0,Fruits and Vegetables,2564646,OUT035,2004,Small,Tier 2,Supermarket Type1,5153292
FDS15,9195.0,Regular,78502143.0,Meat,1087596,OUT017,2007,Small,Tier 2,Supermarket Type1,25886304
FDL51,207.0,Regular,47684831.0,Dairy,2125876,OUT018,2009,Medium,Tier 3,Supermarket Type2,12863256
FDL32,157.0,Regular,123159656.0,Fruits and Vegetables,1101544,OUT017,2007,Small,Tier 2,Supermarket Type1,12303984
FDZ07,206.0,Regular,67329353.55021834,Fruits and Vegetables,602194,OUT027,1985,Medium,Tier 3,Supermarket Type3,17337432
NCW53,196.0,Low Fat,53392944.0,Health and Hygiene,1938162,OUT019,1985,Small,Tier 1,Grocery Store,3848324
NCA54,165.0,Low Fat,36715907.0,Household,1800318,OUT045,2002,Small,Tier 2,Supermarket Type1,39694996
FDX09,9.0,Low Fat,65236932.0,Snack Foods,176437,OUT035,2004,Small,Tier 2,Supermarket Type1,7763228
FDO51,6785.0,Regular,41947547.0,Meat,412112,OUT013,1987,High,Tier 3,Supermarket Type1,8096128
FDW49,195.0,Low Fat,82888496.0,Canned,1786002,OUT018,2009,Medium,Tier 3,Supermarket Type2,12537014
FDB27,7575.0,Low Fat,55390121.0,Dairy,1952768,OUT046,1997,Small,Tier 1,Supermarket Type1,57152272
FDF45,182.0,Regular,12194556.0,Fruits and Vegetables,577904,OUT013,1987,High,Tier 3,Supermarket Type1,146476
FDV02,1675.0,Low Fat,60495243.0,Dairy,1698106,OUT013,1987,High,Tier 3,Supermarket Type1,32511014
FDY28,747.0,Regular,64515372.33913043,Frozen Foods,2143218,OUT035,2004,Small,Tier 2,Supermarket Type1,4274436
FDX31,206.0,Regular,14753811.0,Fruits and Vegetables,2317958,OUT027,1985,Medium,Tier 3,Supermarket Type3,53750034
FDR43,206.0,Low Fat,160707489.0,Fruits and Vegetables,38019,OUT027,1985,Medium,Tier 3,Supermarket Type3,1318284
FDP51,1385.0,Regular,85622362.0,Meat,1194124,OUT018,2009,Medium,Tier 3,Supermarket Type2,22517356
FDL52,6635.0,Regular,46350909.0,Frozen Foods,374506,OUT017,2007,Small,Tier 2,Supermarket Type1,11764686
FDR44,611.0,Regular,102920886.0,Fruits and Vegetables,1304968,OUT046,1997,Small,Tier 1,Supermarket Type1,35234136
FDB34,1525.0,Low Fat,26604781.0,Snack Foods,862198,OUT035,2004,Small,Tier 2,Supermarket Type1,6105386
FDC50,1585.0,Low Fat,64037918.62012987,Canned,964094,OUT035,2004,Small,Tier 2,Supermarket Type1,12377222
FDT57,152.0,Low Fat,31860325.0,Snack Foods,2351248,OUT010,1998,Small,Tier 3,Grocery Store,4740496
FDP22,742.0,Regular,65093851.71466431,Snack Foods,526666,OUT027,1985,Medium,Tier 3,Supermarket Type3,7177324
DRE49,2075.0,Low Fat,21250002.0,Soft Drinks,1505024,OUT046,1997,Small,Tier 1,Supermarket Type1,25806408
FDM40,10195.0,Low Fat,159936948.0,Frozen Foods,1432154,OUT046,1997,Small,Tier 1,Supermarket Type1,25526772
FDY32,7605.0,Low Fat,129503146.0,Fruits and Vegetables,164021,OUT045,2002,Small,Tier 2,Supermarket Type1,3914904
FDW07,18.0,Regular,142688846.0,Fruits and Vegetables,885514,OUT046,1997,Small,Tier 1,Supermarket Type1,7969626
FDU02,638.0,Low Fat,179484411.0,Dairy,2289352,OUT019,1985,Small,Tier 1,Grocery Store,9161408
NCF18,1835.0,Low Fat,89163056.0,Household,1913504,OUT045,2002,Small,Tier 2,Supermarket Type1,32597568
FDQ56,659.0,Low Fat,105761491.0,Fruits and Vegetables,848908,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677816
FDN58,138.0,Regular,56960814.0,Snack Foods,2300984,OUT049,1999,Medium,Tier 1,Supermarket Type1,37071744
FDG35,212.0,Regular,704098.0,Starchy Foods,1735738,OUT046,1997,Small,Tier 1,Supermarket Type1,29541546
FDY34,105.0,Regular,11026594.0,Snack Foods,1664842,OUT018,2009,Medium,Tier 3,Supermarket Type2,26525472
NCE19,897.0,Low Fat,93203257.0,Household,527956,OUT045,2002,Small,Tier 2,Supermarket Type1,10373164
NCK31,906.0,Low Fat,26916794.0,Others,509666,OUT027,1985,Medium,Tier 3,Supermarket Type3,7177324
NCJ29,106.0,Low Fat,35264298.0,Health and Hygiene,861224,OUT045,2002,Small,Tier 2,Supermarket Type1,426112
FDT59,1365.0,Low Fat,15908424.0,Breads,2311668,OUT035,2004,Small,Tier 2,Supermarket Type1,6911004
NCX41,19.0,Low Fat,17719277.0,Health and Hygiene,2110244,OUT046,1997,Small,Tier 1,Supermarket Type1,38110392
FDU45,742.0,Regular,35334201.0,Snack Foods,1153518,OUT027,1985,Medium,Tier 3,Supermarket Type3,2277036
FDW24,678.0,Low Fat,65652494.0,Baking Goods,489034,OUT019,1985,Small,Tier 1,Grocery Store,486034
FDF22,6865.0,Low Fat,56919038.0,Snack Foods,2128218,OUT049,1999,Medium,Tier 1,Supermarket Type1,57704886
FDM60,108.0,Regular,48143292.0,Baking Goods,402138,OUT046,1997,Small,Tier 1,Supermarket Type1,6904346
FDR02,167.0,Low Fat,22047313.0,Dairy,1102886,OUT013,1987,High,Tier 3,Supermarket Type1,18902062
DRP35,801.0,Low Fat,90427268.0,Hard Drinks,1262336,OUT027,1985,Medium,Tier 3,Supermarket Type3,319584
FDS48,1515.0,Low Fat,27779254.0,Baking Goods,1501708,OUT046,1997,Small,Tier 1,Supermarket Type1,1504708
NCZ42,105.0,Low Fat,60721772.89639115,Household,2383248,OUT010,1998,Small,Tier 3,Grocery Store,7110744
FDZ38,176.0,Low Fat,8033611.0,Dairy,1742422,OUT018,2009,Medium,Tier 3,Supermarket Type2,4311055
FDH19,1935.0,Low Fat,33088472.0,Meat,1754738,OUT046,1997,Small,Tier 1,Supermarket Type1,5213214
NCB55,157.0,Low Fat,160663021.0,Household,594562,OUT046,1997,Small,Tier 1,Supermarket Type1,8295868
FDC15,181.0,Low Fat,178975721.0,Dairy,1555288,OUT017,2007,Small,Tier 2,Supermarket Type1,1571288
FDF11,10195.0,Regular,17627888.0,Starchy Foods,2396538,OUT035,2004,Small,Tier 2,Supermarket Type1,2403538
FDW35,655.0,Low Fat,194158.0,Breads,416454,OUT019,1985,Small,Tier 1,Grocery Store,838908
FDB44,6655.0,Low Fat,16993225.0,Fruits and Vegetables,2110586,OUT045,2002,Small,Tier 2,Supermarket Type1,8442344
NCC06,19.0,Low Fat,27139013.0,Household,1273336,OUT017,2007,Small,Tier 2,Supermarket Type1,29401728
FDR04,7075.0,Low Fat,3777249.0,Frozen Foods,980068,OUT010,1998,Small,Tier 3,Grocery Store,2916204
FDB17,1315.0,Low Fat,36746479.0,Frozen Foods,1812976,OUT045,2002,Small,Tier 2,Supermarket Type1,32597568
FDW43,201.0,Regular,22460102.0,Fruits and Vegetables,2268036,OUT049,1999,Medium,Tier 1,Supermarket Type1,3415554
FDA27,2035.0,Regular,69237959.17391305,Dairy,2567672,OUT018,2009,Medium,Tier 3,Supermarket Type2,56246784
NCU41,1885.0,Low Fat,5213575.0,Health and Hygiene,1901846,OUT049,1999,Medium,Tier 1,Supermarket Type1,6687961
FDY56,1635.0,Regular,62508438.0,Fruits and Vegetables,2271062,OUT049,1999,Medium,Tier 1,Supermarket Type1,5642655
FDV39,113.0,Low Fat,7309544.0,Meat,1962426,OUT018,2009,Medium,Tier 3,Supermarket Type2,4943565
FDN32,175.0,Low Fat,15623754.0,Fruits and Vegetables,1826266,OUT018,2009,Medium,Tier 3,Supermarket Type2,31352522
FDW07,18.0,Regular,142978223.0,Fruits and Vegetables,874514,OUT045,2002,Small,Tier 2,Supermarket Type1,7969626
FDZ27,7935.0,Low Fat,17191055.0,Dairy,51535,OUT045,2002,Small,Tier 2,Supermarket Type1,848895
FDW23,678.0,Low Fat,143592939.0,Baking Goods,373164,OUT019,1985,Small,Tier 1,Grocery Store,386164
FDU01,2025.0,Regular,11995271.0,Canned,1845924,OUT046,1997,Small,Tier 1,Supermarket Type1,49974948
FDF10,155.0,Regular,15717236.0,Snack Foods,1491418,OUT049,1999,Medium,Tier 1,Supermarket Type1,5885672
DRH03,638.0,Low Fat,61393095.0,Dairy,91812,OUT019,1985,Small,Tier 1,Grocery Store,372848
FDW27,617.0,Regular,264124669.0,Meat,1557314,OUT019,1985,Small,Tier 1,Grocery Store,1551314
DRI13,1535.0,Low Fat,20310046.0,Soft Drinks,2180508,OUT013,1987,High,Tier 3,Supermarket Type1,30387112
NCR05,101.0,Low Fat,54630834.0,Health and Hygiene,2002084,OUT046,1997,Small,Tier 1,Supermarket Type1,15872672
FDB29,167.0,Regular,52517969.0,Frozen Foods,1154176,OUT045,2002,Small,Tier 2,Supermarket Type1,6871056
